condition,pe_mean,pe_std,sampen_mean,sampen_std,num_windows
original,0.8418288507835734,0.006024837289598677,1.2496747236947092,0.04425226154667852,32
mildly_smoothed,0.7778131757108329,0.00917875096042645,0.8634819694207646,0.04450957284703901,32
strongly_smoothed,0.7777616077403499,0.011057489607842131,0.7146984877985669,0.030973243190466054,32
